HH,AREA,GEN,Age at last birthday (Years),AGE,EMP,OCC,EDU,CC1,CC2,CC3,CC4,DCC1,DCC2,DCC3,DCC4,DCC5,DCC6,IDL1,IDL2,IDL3,IDL4,PS1,PS2,PS3,PS4,PS5,PS6,SFY1,SFY2
Open-Ended Response,Response,Response,Open-Ended Response,Response,Response,Response,Response,CC1,CC2,CC3,CC4,DCC1,DCC2,DCC3,DCC4,DCC5,DCC6,IDL1,IDL2,IDL3,IDL4,PS1,PS2,PS3,PS4,PS5,PS6,SFY1,SFY2
A112-08,1,1,42,3,1,8,2,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
A112-08,1,2,41,3,1,4,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A112-08,1,2,20,2,5,0,3,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
A112-09,1,1,32,3,1,5,3,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
A112-09,1,2,37,3,1,8,3,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
A112-09,1,2,65,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A112-09,1,1,12,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1
A112-10,1,2,67,3,4,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
A112-10,1,1,44,3,4,0,3,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1
A112-10,1,2,34,3,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
A112-10,1,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A112-11,1,1,62,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A112-11,1,1,34,3,2,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
A112-11,1,1,32,3,2,6,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1
A112-12,1,2,63,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A112-12,1,1,40,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A112-12,1,2,39,3,1,5,2,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
A112-12,1,1,12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A112-12,1,1,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A112-13,1,1,55,3,1,5,3,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1
A112-13,1,2,52,3,2,1,2,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
A112-13,1,1,13,1,0,0,2,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
A113-01,1,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A113-01,1,2,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A113-01,1,1,16,2,5,0,2,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1
A113-01,1,2,48,3,1,2,4,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
A113-01,1,1,47,3,1,2,4,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
A113-02,1,1,20,2,1,10,3,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
A113-02,1,2,22,2,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
A113-02,1,2,45,3,2,9,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
A113-02,1,1,52,3,1,3,3,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
A113-03,1,1,31,3,1,4,3,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1
A113-03,1,2,26,3,1,4,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
A113-03,1,1,62,3,4,0,2,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
A113-04,1,1,47,3,1,7,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
A113-05,1,1,20,2,2,8,3,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
A113-05,1,1,18,2,5,0,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
A113-05,1,1,54,3,1,3,3,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
A113-06,1,1,42,3,1,5,3,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
A113-06,1,2,44,3,4,0,2,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
A113-06,1,2,67,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A113-07,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A113-07,1,2,44,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A113-07,1,1,41,3,1,3,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A113-08,1,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A113-08,1,1,12,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A113-08,1,1,38,3,4,0,3,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A113-08,1,1,36,3,1,9,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
A113-08,1,2,65,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A113-09,1,2,36,3,1,4,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
A113-09,1,1,35,3,1,5,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
A113-09,1,2,68,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A113-10,1,2,26,3,3,0,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
A113-10,1,2,48,3,1,4,2,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1
A113-10,1,1,49,3,1,5,2,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
A113-11,1,1,19,2,5,0,4,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
A113-11,1,2,50,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
A113-11,1,1,52,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
A113-12,1,2,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
A113-12,1,2,38,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
A113-12,1,1,38,3,1,2,3,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
A113-13,1,2,23,2,5,0,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A113-13,1,2,37,3,1,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
A113-13,1,2,56,3,4,0,2,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
A114-01,1,2,55,3,1,4,3,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1
A114-02,1,1,51,3,1,5,3,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
A114-02,1,1,17,2,5,0,3,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
A114-02,1,1,14,1,5,0,3,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
A114-03,1,1,54,3,1,4,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
A114-03,1,2,24,2,1,4,4,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
A114-03,1,1,21,2,5,0,4,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1
A114-04,1,1,54,3,1,4,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1
A114-04,1,2,27,3,1,3,3,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
A114-04,1,2,29,3,1,4,3,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
A114-05,1,1,51,3,4,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1
A114-05,1,2,49,3,1,1,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
A114-05,1,1,26,3,1,4,4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
A114-06,1,1,32,3,1,5,2,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
A114-06,1,2,39,3,1,4,3,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
A114-06,1,1,38,3,1,3,3,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
A114-06,1,2,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A114-07,1,2,49,3,4,0,2,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1
A114-07,1,1,29,3,2,1,4,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
A114-07,1,1,27,3,3,0,4,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
A114-07,1,1,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A114-08,1,1,48,3,1,5,3,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
A114-08,1,2,39,3,1,4,3,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
A114-08,1,1,14,1,5,0,3,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1
A114-09,1,1,48,3,4,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A114-09,1,2,51,3,1,5,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A114-09,1,2,14,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A114-10,1,2,21,2,5,0,4,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
A114-11,1,1,59,3,1,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
A114-11,1,2,45,3,4,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A114-11,1,2,21,2,2,1,3,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1
A114-12,1,1,42,3,4,0,2,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1
A114-12,1,2,41,3,1,2,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
A114-12,1,1,13,1,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
A114-13,1,1,37,3,1,2,4,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
A114-13,1,2,38,3,1,2,4,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
A114-13,1,1,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A115-01,1,2,67,3,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A115-03,1,2,50,3,1,4,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1
A115-03,1,1,50,3,1,8,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
A115-04,1,2,51,3,1,3,3,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1
A115-04,1,2,29,3,1,4,4,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
A115-04,1,2,73,3,1,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
A115-05,1,1,52,3,1,5,3,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
A115-05,1,2,45,3,4,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
A115-05,1,1,26,3,1,1,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
A115-06,1,2,35,3,4,0,3,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1
A115-06,1,1,35,3,1,8,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1
A115-06,1,1,40,3,1,8,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1
A115-07,1,1,45,3,1,5,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1
A115-07,1,2,44,3,1,2,4,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
A115-07,1,1,14,1,5,0,2,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1
A115-07,1,1,11,1,0,0,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1
A115-08,1,1,29,3,5,0,4,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
A115-08,1,2,27,3,5,0,4,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
A115-08,1,2,60,3,4,0,3,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0
A115-09,1,1,38,3,1,2,3,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
A115-09,1,2,39,3,1,4,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A115-09,1,2,62,3,4,0,3,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0
A115-10,1,1,62,3,4,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A115-10,1,2,59,3,4,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A115-10,1,2,31,3,5,0,4,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
A115-11,1,1,34,3,1,7,3,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
A115-11,1,2,33,3,1,5,3,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
A115-11,1,2,54,3,4,0,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A115-12,1,2,25,3,1,3,4,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1
A115-12,1,2,61,3,4,0,4,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0
A115-12,1,2,30,3,3,0,3,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
A115-13,1,1,12,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A115-13,1,2,40,3,4,0,2,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
A115-13,1,1,40,3,1,10,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0
A116-01,1,2,23,2,5,0,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1
A116-01,1,2,46,3,1,3,3,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1
A116-01,1,2,65,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A116-02,1,1,57,3,1,4,3,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A116-02,1,2,57,3,1,4,3,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
A116-03,1,2,32,3,3,0,3,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1
A116-03,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A116-03,1,2,21,2,3,0,3,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0
A116-03,1,1,52,3,4,0,2,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
A116-03,1,1,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A116-04,1,1,57,3,1,8,2,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1
A116-04,1,2,62,3,4,0,3,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
A116-05,1,1,57,3,4,0,3,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1
A116-05,1,2,55,3,1,5,2,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1
A116-05,1,2,23,2,5,0,4,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
A116-07,1,2,10,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1
A116-07,1,2,48,3,1,3,4,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
A116-07,1,2,32,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A116-07,1,1,56,3,1,2,3,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
A116-08,1,1,65,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A116-08,1,2,32,3,3,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
A116-08,1,1,48,3,1,5,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
A116-09,1,1,21,2,5,0,3,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1
A116-09,1,1,25,3,3,0,4,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1
A116-09,1,2,55,3,4,0,3,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
A116-09,1,1,57,3,4,0,4,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
A116-10,1,1,48,3,2,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
A116-10,1,2,17,2,5,0,3,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0
A116-10,1,1,18,2,5,0,3,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
A116-10,1,1,11,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
A116-10,1,2,10,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
A116-11,1,1,54,3,2,1,2,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1
A116-11,1,2,18,2,5,0,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
A116-11,1,2,58,3,1,2,3,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0
A116-12,1,2,57,3,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A116-12,1,1,67,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A116-12,1,1,33,3,1,2,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A116-13,1,2,42,3,1,3,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
A116-13,1,1,18,2,5,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
A116-13,1,1,44,3,1,3,3,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1
A117-01,1,2,60,3,1,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A117-01,1,2,73,3,1,1,3,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
A117-02,1,1,40,3,1,8,2,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
A117-02,1,2,69,3,4,0,3,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0
A117-02,1,1,71,3,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A117-03,1,2,63,3,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A117-03,1,2,37,3,1,3,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
A117-03,1,1,37,3,1,2,4,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
A117-04,1,1,11,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
A117-04,1,2,17,2,5,0,3,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0
A117-04,1,2,15,2,5,0,2,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0
A117-04,1,1,50,3,4,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
A117-05,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A117-05,1,1,38,3,1,2,4,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
A117-06,1,2,42,3,1,2,3,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0
A117-06,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A117-06,1,1,45,3,1,2,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
A117-07,1,1,34,3,1,3,3,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
A117-07,1,2,36,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A117-08,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A117-08,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A117-08,1,2,36,3,1,3,3,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1
A117-08,1,1,39,3,1,3,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
A117-08,1,1,57,3,1,5,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A117-09,1,2,24,2,1,3,3,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0
A117-09,1,2,58,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A117-09,1,1,29,3,1,5,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
A117-11,1,2,38,3,1,2,4,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0
A117-12,1,2,57,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1
A117-12,1,1,14,1,5,0,2,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1
A117-12,1,1,60,3,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A117-13,1,2,64,3,4,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
A118-01,1,1,27,3,5,0,4,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1
A118-01,1,2,33,3,1,2,4,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
A118-01,1,1,63,3,4,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
A118-02,1,1,57,3,2,1,4,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1
A118-02,1,2,30,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
A118-02,1,1,27,3,1,3,4,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1
A118-03,1,1,24,2,1,9,4,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
A118-03,1,1,51,3,1,3,3,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0
A118-04,1,2,16,2,5,0,3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
A118-04,1,2,48,3,1,5,3,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1
